Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,630,O'Shea,3.9,3.9,Ipswich,90,1.68,88,2.63,85,1.41,84,1.72,84,1.39,82,2.17,81,2.04,80,2.55,78,2.51,0.01
M,631,J.Clarke,5.4,5.4,Ipswich,30,1.34,31,1.64,32,1.38,31,1.27,31,1.35,31,1.40,32,1.60,31,1.55,30,1.51,0.00
M,632,Ogbene,4.8,4.8,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,633,Merino,6.0,6.0,Arsenal,74,4.36,72,3.89,69,4.32,65,5.21,64,2.19,60,3.45,60,2.74,60,3.28,59,3.82,0.00
M,634,G.Nunes,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,635,El Khannouss,4.8,4.8,Leicester,76,2.35,72,2.51,74,2.35,71,2.30,71,2.49,68,2.95,68,2.30,71,2.91,69,2.24,0.00
M,636,Chiesa,6.8,6.8,Liverpool,2,0.16,3,0.28,5,0.42,5,0.42,5,0.44,5,0.41,5,0.43,6,0.37,6,0.45,0.00
D,637,Meupiyou,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,639,Setford,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.18,0,0.00,0,0.00,0,0.00,0.00
D,640,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,641,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,André,5.0,5.0,Wolves,74,2.31,68,2.07,65,2.02,66,1.88,66,2.19,66,1.74,65,2.09,63,1.62,66,1.96,0.00
D,643,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,644,Umeh-Chibueze,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,645,Devenny,4.5,4.5,Crystal Palace,11,0.65,6,0.39,5,0.66,7,0.54,8,0.26,8,0.46,9,0.62,10,0.52,9,0.45,0.00
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,647,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,648,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,649,Meghoma,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,650,Lacroix,4.5,4.5,Crystal Palace,90,3.91,88,2.92,87,4.04,85,3.62,84,1.15,83,3.13,83,2.84,82,3.09,80,1.68,0.00
M,651,Mangala,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,652,Ugarte,4.9,4.9,Man Utd,76,2.13,71,2.03,66,1.83,59,2.36,68,1.23,63,1.88,59,2.33,59,1.49,59,1.87,0.00
D,653,Morato,4.5,4.5,Nott'm Forest,23,0.88,30,1.00,30,1.28,33,1.05,33,0.72,35,1.25,34,2.04,35,1.14,36,1.18,0.00
M,654,C.Soler,5.0,5.0,West Ham,17,0.84,17,0.82,13,0.55,16,1.16,17,0.31,17,0.90,17,0.96,17,0.73,16,0.78,0.00
M,655,Forbs,5.4,5.4,Wolves,1,0.08,0,0.00,0,0.00,0,0.00,1,0.08,1,0.09,0,0.01,1,0.09,2,0.13,0.00
M,656,Young,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,657,Kacurri,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,658,Heaven,4.0,4.0,Man Utd,10,0.30,7,0.18,4,0.08,5,0.19,6,0.09,6,0.14,5,0.18,5,0.10,7,0.19,0.00
M,659,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,660,Jaros,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,661,Yogane,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,662,Nichols,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,663,Samuels,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,664,Pond,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,665,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.04,1,0.06,1,0.10,1,0.11,2,0.15,1,0.13,0.00
D,666,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.05,1,0.05,2,0.06,0.00
M,667,Fletcher,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,668,Cahill,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,669,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,670,Amass,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,671,Wright,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,672,Simpson-Pusey,4.0,4.0,Man City,1,0.04,3,0.10,4,0.13,5,0.28,4,0.01,3,0.10,3,0.13,2,0.04,0,0.00,0.00
M,673,Fitzgerald,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,674,Maghoma,4.5,4.5,Brentford,20,0.84,19,0.81,17,0.68,20,0.91,20,0.51,19,0.95,21,1.34,20,0.78,19,0.84,0.00
D,675,Wilson-Esbrand,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,676,Marsh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,677,Scarles,4.0,4.0,West Ham,48,1.69,45,1.54,41,0.92,41,2.42,41,0.47,42,1.58,42,1.65,42,1.43,40,1.58,0.00
M,678,Bates,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,679,Broggio,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,680,Kinsey,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.05,0.00
D,681,McConville,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,682,Edozie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,683,Olusesi,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,684,Hardy,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,685,Slater,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,686,Mayers,4.0,4.0,West Ham,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,687,Winterburn,4.5,4.5,Bournemouth,1,0.09,2,0.15,3,0.20,4,0.28,3,0.13,3,0.17,3,0.26,3,0.13,4,0.22,0.00
M,688,Nyoni,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,689,Williams-Barnett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,690,Amissah,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,691,Kukonki,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,692,Nallo,4.0,4.0,Liverpool,1,0.05,2,0.09,2,0.09,3,0.11,2,0.08,1,0.05,0,0.00,0,0.00,1,0.04,0.00
M,693,O'Brien-Whitmarsh,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,694,Cartwright,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,695,Rak-Sakyi,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,696,George,4.5,4.5,Chelsea,14,0.89,11,0.66,6,0.43,4,0.30,5,0.39,6,0.36,6,0.44,14,0.71,3,0.24,0.00
D,697,Acheampong,4.0,4.0,Chelsea,0,0.00,1,0.04,2,0.09,2,0.08,3,0.14,3,0.10,3,0.12,3,0.11,4,0.14,0.00
F,698,Mubama,4.5,4.5,Man City,1,0.09,0,0.00,1,0.11,1,0.20,2,0.01,1,0.12,2,0.22,1,0.08,2,0.12,0.00
D,699,Dorrington,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,700,King,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,701,Orford,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,702,Harris,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,703,Alleyne,4.0,4.0,Man City,0,0.00,1,0.04,2,0.06,1,0.10,0,0.00,0,0.00,1,0.05,0,0.00,0,0.00,0.00
G,704,Brits,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,705,Arthur,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,706,Abbott,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,707,Rees-Dottin,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,708,Wilson-Brown,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,709,Danns,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,710,Jimoh,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,711,Okoduwa,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,712,Akinmboni,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.04,1,0.02,2,0.04,2,0.08,2,0.03,2,0.05,0.00
D,713,Soler,3.9,3.9,Bournemouth,4,0.33,6,0.34,7,0.40,7,0.45,8,0.27,8,0.33,8,0.56,8,0.24,8,0.49,0.00
M,714,Gómez,5.5,5.5,Brighton,45,1.77,42,1.54,38,1.65,42,2.24,41,0.65,42,1.66,40,1.99,43,1.28,41,1.56,0.00
D,715,Godfrey,4.0,4.0,Ipswich,22,0.67,26,0.99,17,0.48,10,0.33,10,0.30,10,0.34,11,0.40,10,0.39,11,0.42,0.00
G,716,Kinsky,4.3,4.3,Spurs,1,0.03,2,0.10,2,0.09,3,0.12,4,0.13,4,0.13,4,0.18,5,0.12,4,0.14,0.00
M,717,Yang,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,718,Welington,4.0,4.0,Southampton,31,0.98,29,0.75,27,0.86,27,1.24,28,0.38,29,1.10,30,0.86,30,0.95,30,0.80,0.00
D,719,Kayi Sanda,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,720,Agbadou,4.0,4.0,Wolves,90,3.38,86,2.83,86,2.73,84,2.26,83,3.71,82,1.42,82,2.64,81,1.99,80,2.52,0.04
G,721,Hennessey,4.0,4.0,Nott'm Forest,1,0.06,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,722,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,723,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,724,Sherif,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,725,Malen,5.4,5.4,Aston Villa,22,1.32,20,1.32,20,1.51,23,2.47,23,0.11,23,1.51,23,2.07,25,1.21,30,1.78,0.00
D,726,Coulibaly,4.0,4.0,Leicester,8,0.22,9,0.28,11,0.34,12,0.36,13,0.44,13,0.56,14,0.45,14,0.57,14,0.41,0.00
G,727,McKenna,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,728,Silcott-Duberry,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,729,Ajayi,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,730,Esse,4.7,4.7,Crystal Palace,10,0.56,6,0.32,5,0.59,7,0.52,8,0.21,9,0.51,9,0.53,10,0.47,10,0.48,0.00
D,731,A. Garcia,4.5,4.5,Aston Villa,6,0.21,6,0.23,6,0.26,8,0.47,9,0.02,9,0.37,10,0.48,11,0.29,12,0.42,0.00
D,732,Khusanov,5.0,5.0,Man City,86,3.86,85,2.75,82,3.02,79,5.06,70,0.22,62,2.51,56,3.08,47,1.19,40,1.35,0.00
D,733,Vitor Reis,4.5,4.5,Man City,13,0.56,17,0.59,23,0.91,23,1.61,20,0.07,14,0.57,12,0.63,8,0.20,4,0.10,0.00
M,734,Grønbæk,4.9,4.9,Southampton,21,1.03,23,1.10,21,1.05,22,1.48,23,0.44,25,1.29,25,1.33,24,1.07,24,1.01,0.00
F,755,Marmoush,7.3,7.3,Man City,69,4.72,66,3.26,67,3.77,65,6.36,66,0.34,67,4.05,65,5.57,66,2.69,65,3.24,0.02
G,756,Porter,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.07,0,0.00,0,0.00,0,0.00,0.00
D,757,Kayode,4.5,4.5,Brentford,5,0.16,7,0.21,6,0.17,6,0.21,7,0.13,7,0.29,7,0.39,8,0.23,8,0.27,0.00
M,758,Knight,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,759,Eyestone,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,760,Cassanova,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,761,Harrison,4.0,4.0,Man Utd,0,0.00,0,0.00,1,0.04,1,0.07,1,0.03,2,0.07,2,0.10,2,0.07,2,0.07,0.00
M,762,M.Asensio,6.1,6.1,Aston Villa,57,3.13,55,3.31,57,3.94,55,5.57,52,0.24,51,3.27,53,4.40,54,2.65,55,3.13,0.00
D,763,Cashin,4.5,4.5,Brighton,4,0.14,5,0.14,2,0.07,3,0.11,3,0.05,4,0.11,3,0.13,5,0.12,3,0.09,0.00
G,764,Palmer,4.5,4.5,Ipswich,92,3.07,91,3.28,90,2.98,89,2.94,89,2.93,87,3.10,88,3.00,88,3.34,87,3.24,0.00
M,765,N.Gonzalez,6.0,6.0,Man City,67,2.95,64,2.24,64,2.40,61,4.09,61,0.21,60,2.44,59,3.34,59,1.60,61,2.15,0.00
D,766,Dorgu,4.5,4.5,Man Utd,73,2.86,61,2.31,53,1.86,53,3.38,55,1.36,53,2.12,49,2.96,49,1.46,51,2.34,0.02
D,767,Danso,4.5,4.5,Spurs,6,0.13,11,0.46,20,0.60,22,0.73,24,0.41,26,0.80,25,0.99,27,0.47,26,0.75,0.00
M,768,Tel,6.0,6.0,Spurs,28,1.40,27,1.84,21,1.24,22,1.31,25,1.17,25,1.38,25,1.86,27,0.96,26,1.45,0.00
D,769,Djiga,4.5,4.5,Wolves,4,0.10,8,0.20,10,0.27,11,0.27,12,0.42,14,0.27,14,0.42,14,0.34,15,0.43,0.00
M,770,Munetsi,5.0,5.0,Wolves,54,2.60,44,2.09,47,2.16,48,1.91,48,2.41,46,1.68,48,2.21,47,1.66,47,2.20,0.00
M,771,Amougou,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,772,Willian,5.0,5.0,Fulham,24,1.10,23,1.22,18,1.02,15,1.25,15,0.38,16,0.92,16,1.22,18,0.87,16,0.88,0.00
M,773,Heath,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,774,Anselmino,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,775,Coby Ebere,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,776,Obi,4.5,4.5,Man Utd,6,0.42,5,0.38,5,0.35,6,0.56,6,0.27,5,0.39,5,0.49,4,0.28,4,0.34,0.00
D,777,Fredricson,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,778,Moorhouse,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,779,Koné,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,780,Morgan,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,781,Mheuka,4.5,4.5,Chelsea,2,0.16,1,0.12,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0.00
D,782,Samuels-Smith,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,783,Graczyk,4.0,4.0,Man Utd,1,0.04,0,0.00,0,0.00,0,0.01,1,0.03,2,0.06,2,0.09,1,0.04,1,0.06,0.00
F,784,Mané,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,785,Echeverri,6.0,6.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,786,Benjamin Fredrick,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,787,Genesis Antwi,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,788,Dermot Mee,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,789,Neave,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10074,Tom McGill,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10152,Josh King,99.9,99.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10189,Rento Takaoka,99.9,99.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
AM,MUN,MUN,0.8,0.8,Man Utd,-,8.48,-,8.22,-,6.94,-,7.81,-,3.80,-,4.63,-,7.66,-,5.68,-,8.13,0
AM,FUL,FUL,1.1,1.1,Fulham,-,4.71,-,6.54,-,3.97,-,9.89,-,2.75,-,4.68,-,7.60,-,3.46,-,6.65,0
AM,IPS,IPS,0.5,0.5,Ipswich,-,4.74,-,4.61,-,4.06,-,4.18,-,4.06,-,3.69,-,7.66,-,4.49,-,5.66,0
AM,LIV,LIV,1.5,1.5,Liverpool,-,7.94,-,6.69,-,8.19,-,8.23,-,8.20,-,5.53,-,5.95,-,4.75,-,7.41,0
AM,ARS,ARS,1.5,1.5,Arsenal,-,7.52,-,6.56,-,7.89,-,10.42,-,4.35,-,7.18,-,4.98,-,6.90,-,8.49,0
AM,WOL,WOL,0.8,0.8,Wolves,-,5.42,-,5.27,-,5.25,-,4.22,-,6.56,-,4.62,-,9.24,-,5.26,-,8.60,0
AM,EVE,EVE,0.5,0.5,Everton,-,4.19,-,6.40,-,7.64,-,7.32,-,6.34,-,6.48,-,6.54,-,7.21,-,5.91,0
AM,BHA,BHA,1.1,1.1,Brighton,-,6.15,-,4.99,-,8.19,-,7.77,-,2.62,-,6.19,-,7.90,-,6.11,-,5.35,0
AM,NEW,NEW,1.5,1.5,Newcastle,-,6.67,-,7.21,-,12.67,-,4.99,-,8.14,-,4.63,-,5.83,-,3.79,-,6.84,0
AM,SOU,SOU,0.5,0.5,Southampton,-,6.03,-,4.44,-,6.32,-,6.78,-,2.75,-,4.31,-,4.84,-,4.05,-,3.21,0
AM,NFO,NFO,1.1,1.1,Nott'm Forest,-,5.56,-,4.48,-,5.89,-,4.76,-,3.38,-,4.79,-,9.44,-,4.57,-,4.82,0
AM,BOU,BOU,1.1,1.1,Bournemouth,-,7.70,-,5.44,-,6.00,-,5.93,-,3.85,-,5.11,-,7.90,-,3.41,-,7.84,0
AM,WHU,WHU,0.5,0.5,West Ham,-,4.25,-,8.57,-,3.90,-,9.61,-,2.42,-,5.53,-,5.72,-,8.55,-,5.21,0
AM,AVL,AVL,0.8,0.8,Aston Villa,-,3.78,-,9.47,-,6.77,-,9.36,-,0.47,-,5.72,-,6.56,-,4.17,-,4.38,0
AM,BRE,BRE,0.8,0.8,Brentford,-,6.88,-,8.29,-,4.35,-,8.03,-,4.78,-,6.54,-,9.38,-,5.27,-,4.92,0
AM,CRY,CRY,0.8,0.8,Crystal Palace,-,6.85,-,7.45,-,12.12,-,8.10,-,2.92,-,11.01,-,5.96,-,5.48,-,5.18,0
AM,CHE,CHE,1.5,1.5,Chelsea,-,6.86,-,5.85,-,8.16,-,5.11,-,6.70,-,5.86,-,5.28,-,5.69,-,5.36,0
AM,MCI,MCI,1.5,1.5,Man City,-,9.28,-,5.78,-,7.08,-,11.88,-,0.83,-,7.88,-,11.09,-,5.07,-,5.86,0
AM,LEI,LEI,0.5,0.5,Leicester,-,2.75,-,5.55,-,3.97,-,3.91,-,3.24,-,5.72,-,5.09,-,5.19,-,4.54,0
AM,TOT,TOT,1.1,1.1,Spurs,-,6.72,-,7.95,-,4.82,-,10.73,-,4.32,-,4.85,-,8.11,-,4.32,-,8.87,0